X,Y,Predicted,Number of 1's,F1,F2,F3,F4,F5,F6,A2,Z2,A1,Z1
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",0,0,3,0,0,0,0,0,0,0.01,-4.72,"[1.87, 2.22, 2.17, 0.46]","[1.87, 2.22, 2.17, 0.46]"
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,0,4,0,0,0,0,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.64, -2.37, -0.17, -2.59]"
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,1,0.0,-10.38,"[0.0, 0.34, 0.0, 0.0]","[-2.84, 0.34, -1.71, -1.49]"
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,2,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.35, -4.25, -4.04, -4.55]"
"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,2,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.72, -0.55, -2.43, -2.58]"
"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",0,0,3,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-11.23, -5.14, -4.76, -5.63]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,2,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.66, -1.34, -3.22, -3.69]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0,0,3,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-13.17, -5.93, -5.56, -6.75]"
"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",0,0,3,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.55, -2.22, -3.94, -4.78]"
"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",0,0,4,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-15.05, -6.81, -6.28, -7.83]"
"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",0,0,2,0,0,0,0,0,1,0.0,-21.23,"[4.74, 3.7, 1.27, 2.81]","[4.74, 3.7, 1.27, 2.81]"
"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",0,0,3,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-1.77, -0.89, -1.07, -0.24]"
"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",0,0,3,0,0,0,0,0,1,0.0,-14.74,"[2.85, 2.81, 0.55, 1.73]","[2.85, 2.81, 0.55, 1.73]"
"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",0,0,4,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.65, -1.78, -1.79, -1.32]"
"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0,0,3,0,0,0,0,0,1,0.0,-5.91,"[0.92, 2.02, 0.0, 0.61]","[0.92, 2.02, -0.24, 0.61]"
"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,0,4,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.59, -2.57, -2.58, -2.44]"
"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,0,4,0,0,0,0,0,1,0.01,-4.49,"[0.0, 1.13, 0.0, 0.0]","[-0.97, 1.13, -0.96, -0.47]"
"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",0,0,5,0,0,0,0,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.48, -3.45, -3.3, -3.52]"
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,1,0,0.0,-17.56,"[2.84, 2.91, 0.0, 1.74]","[2.84, 2.91, -0.12, 1.74]"
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,2,0,0,0,0,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.67, -1.68, -2.46, -1.31]"
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0,0,2,0,0,0,0,1,0,0.0,-6.07,"[0.95, 2.02, 0.0, 0.66]","[0.95, 2.02, -0.84, 0.66]"
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",0,0,3,0,0,0,0,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.55, -2.57, -3.18, -2.4]"
"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,0,2,0,0,0,0,1,0,0.02,-3.77,"[0.0, 1.23, 0.0, 0.0]","[-0.98, 1.23, -1.64, -0.46]"
"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",0,0,3,0,0,0,0,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.49, -3.36, -3.98, -3.51]"
"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",0,0,3,0,0,0,0,1,0,0.0,-10.33,"[0.0, 0.35, 0.0, 0.0]","[-2.87, 0.35, -2.36, -1.54]"
"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",0,0,4,0,0,0,0,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.38, -4.24, -4.69, -4.59]"
"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",0,0,2,0,0,0,0,1,0,0.0,-45.85,"[10.42, 6.27, 2.85, 6.05]","[10.42, 6.27, 2.85, 6.05]"
"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",0,0,3,0,0,0,0,1,0,0.0,-27.65,"[3.91, 1.68, 0.51, 2.99]","[3.91, 1.68, 0.51, 2.99]"
"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",0,0,3,0,0,0,0,1,0,0.0,-39.35,"[8.53, 5.38, 2.13, 4.97]","[8.53, 5.38, 2.13, 4.97]"
"[0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",0,0,4,0,0,0,0,1,0,0.0,-19.74,"[2.02, 0.79, 0.0, 1.91]","[2.02, 0.79, -0.2, 1.91]"
"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",0,0,3,0,0,0,0,1,0,0.0,-32.19,"[6.59, 4.59, 1.34, 3.85]","[6.59, 4.59, 1.34, 3.85]"
"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",0,0,4,0,0,0,0,1,0,0.0,-7.06,"[0.08, 0.0, 0.0, 0.8]","[0.08, 0.0, -1.0, 0.8]"
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",0,0,4,0,0,0,0,1,0,0.0,-25.7,"[4.71, 3.7, 0.62, 2.77]","[4.71, 3.7, 0.62, 2.77]"
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",0,0,5,0,0,0,0,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-1.8, -0.89, -1.72, -0.29]"
"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,1,2,0,0,0,0,1,1,1.0,7.79,"[0.0, 1.82, 0.0, 0.81]","[-0.0, 1.82, -3.25, 0.81]"
"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,0,3,0,0,0,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.51, -2.77, -5.59, -2.25]"
"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",0,0,3,0,0,0,0,1,1,0.0,-5.98,"[0.0, 0.93, 0.0, 0.0]","[-1.88, 0.93, -3.97, -0.27]"
"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",0,0,4,0,0,0,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.39, -3.66, -6.31, -3.33]"
"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",0,0,3,0,0,0,0,1,1,0.0,-11.85,"[0.0, 0.14, 0.0, 0.0]","[-3.82, 0.14, -4.76, -1.39]"
"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,0,4,0,0,0,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.33, -4.45, -7.1, -4.44]"
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",0,0,4,0,0,0,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.71, -0.74, -5.48, -2.47]"
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",0,0,5,0,0,0,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-12.22, -5.33, -7.82, -5.53]"
"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",0,0,3,0,0,0,0,1,1,0.0,-40.31,"[7.58, 5.18, 0.0, 5.12]","[7.58, 5.18, -0.27, 5.12]"
"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",0,0,4,0,0,0,0,1,1,0.0,-5.86,"[1.07, 0.59, 0.0, 2.06]","[1.07, 0.59, -2.61, 2.06]"
"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]",0,0,4,0,0,0,0,1,1,0.0,-28.82,"[5.69, 4.29, 0.0, 4.03]","[5.69, 4.29, -0.99, 4.03]"
"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",0,0,5,0,0,0,0,1,1,0.02,-4.17,"[0.0, 0.0, 0.0, 0.98]","[-0.82, -0.3, -3.33, 0.98]"
"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",0,0,4,0,0,0,0,1,1,0.0,-16.15,"[3.75, 3.5, 0.0, 2.92]","[3.75, 3.5, -1.79, 2.92]"
"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",0,0,5,0,0,0,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-2.75, -1.09, -4.12, -0.14]"
"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",0,0,5,0,0,0,0,1,1,0.01,-4.66,"[1.87, 2.61, 0.0, 1.83]","[1.87, 2.61, -2.51, 1.83]"
"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",0,0,6,0,0,0,0,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.64, -1.97, -4.84, -1.22]"
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.58, -1.94, -1.57, -4.88]"
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0,0,2,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-14.09, -6.53, -3.91, -7.93]"
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",0,0,2,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.46, -2.83, -2.29, -5.96]"
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",0,0,3,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-15.97, -7.42, -4.63, -9.01]"
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",0,0,2,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-11.4, -3.62, -3.09, -7.08]"
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0,0,3,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-17.91, -8.21, -5.42, -10.13]"
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",0,0,3,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-13.28, -4.5, -3.81, -8.16]"
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]",0,0,4,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-19.79, -9.09, -6.14, -11.21]"
"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,1,2,0,0,0,1,0,0,1.0,7.35,"[0.0, 1.42, 1.4, 0.0]","[0.0, 1.42, 1.4, -0.57]"
"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",0,0,3,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.51, -3.17, -0.93, -3.62]"
"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",0,0,3,0,0,0,1,0,0,0.01,-4.21,"[0.0, 0.53, 0.69, 0.0]","[-1.88, 0.53, 0.69, -1.65]"
"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",0,0,4,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.39, -4.06, -1.65, -4.71]"
"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",0,0,3,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.82, -0.26, -0.11, -2.77]"
"[0, 0, 0, 1, 0, 0, 1, 1, 0, 1]",0,0,4,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.33, -4.85, -2.45, -5.82]"
"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]",0,0,4,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.71, -1.15, -0.83, -3.85]"
"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",0,0,5,0,0,0,1,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-12.21, -5.74, -3.17, -6.91]"
"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,2,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.42, -3.03, -4.7, -5.81]"
"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",0,0,3,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-16.92, -7.62, -7.04, -8.86]"
"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",0,0,3,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-12.3, -3.92, -5.42, -6.89]"
"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1]",0,0,4,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-18.81, -8.51, -7.76, -9.95]"
"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",0,0,3,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-14.24, -4.71, -6.21, -8.01]"
"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",0,0,4,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-20.75, -9.3, -8.55, -11.06]"
"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",0,0,4,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-16.12, -5.59, -6.93, -9.09]"
"[0, 0, 0, 1, 0, 1, 0, 1, 1, 1]",0,0,5,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-22.63, -10.18, -9.27, -12.15]"
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",0,0,3,0,0,0,1,0,1,0.0,-10.48,"[0.0, 0.33, 0.0, 0.0]","[-2.84, 0.33, -1.72, -1.5]"
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]",0,0,4,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.35, -4.26, -4.06, -4.56]"
"[0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",0,0,4,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.72, -0.56, -2.44, -2.59]"
"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1]",0,0,5,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-11.23, -5.15, -4.78, -5.64]"
"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",0,0,4,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.66, -1.35, -3.24, -3.7]"
"[0, 0, 0, 1, 0, 1, 1, 1, 0, 1]",0,0,5,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-13.17, -5.94, -5.57, -6.76]"
"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",0,0,5,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.55, -2.24, -3.95, -4.79]"
"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",0,0,6,0,0,0,1,0,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-15.05, -6.82, -6.29, -7.84]"
"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",0,0,2,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.74, -0.46, -3.12, -2.58]"
"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",0,0,3,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-11.25, -5.05, -5.46, -5.63]"
"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",0,0,3,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.62, -1.35, -3.84, -3.66]"
"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1]",0,0,4,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-13.13, -5.94, -6.18, -6.71]"
"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",0,0,3,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.56, -2.14, -4.63, -4.78]"
"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",0,0,4,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-15.07, -6.73, -6.97, -7.83]"
"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]",0,0,4,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.44, -3.02, -5.35, -5.86]"
"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1]",0,0,5,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-16.95, -7.61, -7.69, -8.91]"
"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",0,0,3,0,0,0,1,1,0,0.0,-17.74,"[2.84, 2.9, 0.0, 1.73]","[2.84, 2.9, -0.14, 1.73]"
"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1]",0,0,4,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-3.67, -1.69, -2.48, -1.32]"
"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0]",0,0,4,0,0,0,1,1,0,0.0,-6.25,"[0.95, 2.01, 0.0, 0.65]","[0.95, 2.01, -0.86, 0.65]"
"[0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",0,0,5,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.55, -2.58, -3.2, -2.41]"
"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",0,0,4,0,0,0,1,1,0,0.02,-3.86,"[0.0, 1.22, 0.0, 0.0]","[-0.98, 1.22, -1.65, -0.47]"
"[0, 0, 0, 1, 1, 0, 1, 1, 0, 1]",0,0,5,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.49, -3.37, -3.99, -3.52]"
"[0, 0, 0, 1, 1, 0, 1, 1, 1, 0]",0,0,5,0,0,0,1,1,0,0.0,-10.43,"[0.0, 0.33, 0.0, 0.0]","[-2.87, 0.33, -2.37, -1.55]"
"[0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",0,0,6,0,0,0,1,1,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.38, -4.26, -4.71, -4.6]"
"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",0,0,3,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-7.58, -1.55, -6.25, -3.51]"
"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",0,0,4,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-14.09, -6.14, -8.58, -6.56]"
"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",0,0,4,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-9.46, -2.44, -6.96, -4.59]"
"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1]",0,0,5,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-15.97, -7.03, -9.3, -7.65]"
"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",0,0,4,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-11.4, -3.23, -7.76, -5.71]"
"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",0,0,5,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-17.91, -7.82, -10.1, -8.76]"
"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",0,0,5,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-13.28, -4.11, -8.48, -6.79]"
"[0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",0,0,6,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-19.79, -8.7, -10.82, -9.84]"
"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",1,1,4,0,0,0,1,1,1,1.0,7.6,"[0.0, 1.81, 0.0, 0.8]","[-0.0, 1.81, -3.27, 0.8]"
"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1]",0,0,5,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-6.51, -2.78, -5.61, -2.26]"
"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0]",0,0,5,0,0,0,1,1,1,0.0,-6.07,"[0.0, 0.92, 0.0, 0.0]","[-1.89, 0.92, -3.99, -0.28]"
"[0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",0,0,6,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-8.39, -3.67, -6.33, -3.34]"
"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",0,0,5,0,0,0,1,1,1,0.0,-11.94,"[0.0, 0.13, 0.0, 0.0]","[-3.82, 0.13, -4.78, -1.4]"
"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",0,0,6,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-10.33, -4.46, -7.12, -4.45]"
"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",0,0,6,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-5.71, -0.76, -5.5, -2.48]"
"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0,0,7,0,0,0,1,1,1,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-12.22, -5.35, -7.84, -5.54]"
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,1,0,0,0,0.0,-11.58,"[3.82, 3.11, 2.92, 1.59]","[3.82, 3.11, 2.92, 1.59]"
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0,0,2,0,0,1,0,0,0,0.0,-8.87,"[0.0, 0.0, 0.58, 0.0]","[-2.69, -1.48, 0.58, -1.46]"
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0,0,2,0,0,1,0,0,0,0.01,-5.09,"[1.94, 2.22, 2.2, 0.51]","[1.94, 2.22, 2.2, 0.51]"
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",0,0,3,0,0,1,0,0,0,0.0,-12.9,"[0.0, 0.0, 0.0, 0.0]","[-4.57, -2.37, -0.14, -2.54]"
"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,1,2,0,0,1,0,0,0,1.0,7.48,"[0.0, 1.43, 1.4, 0.0]","[-0.0, 1.43, 1.4, -0.61]"
